edge_list,label,num_edges,num_nodes,density,is_connected,nr_connected_components,average_path_length,diameter,clustering_coefficient,assortativity,modularity_label_prop,modularity_girvan_newman,most_frequent_degrees,degree_frequencies,degrees,degree_probabilities
"[(0, 57), (2, 23), (3, 50), (4, 69), (5, 20), (5, 39), (5, 49), (6, 12), (8, 10), (8, 13), (8, 19), (8, 31), (9, 36), (9, 43), (10, 16), (10, 35), (10, 42), (10, 61), (10, 62), (11, 15), (11, 72), (11, 74), (12, 10), (12, 37), (13, 33), (14, 28), (15, 30), (17, 52), (19, 54), (20, 11), (20, 12), (20, 52), (21, 45), (21, 53), (21, 55), (21, 58), (21, 64), (21, 75), (23, 67), (25, 26), (26, 44), (28, 24), (28, 56), (28, 59), (28, 66), (28, 71), (29, 63), (32, 34), (35, 55), (37, 18), (37, 21), (37, 27), (39, 9), (39, 28), (39, 70), (41, 60), (43, 34), (49, 37), (49, 40), (50, 7), (50, 10), (50, 12), (50, 26), (50, 37), (50, 46), (50, 69), (52, 48), (52, 68), (53, 51), (54, 59), (55, 60), (57, 1), (57, 10), (57, 22), (57, 23), (57, 25), (57, 38), (57, 47), (57, 65), (57, 73), (63, 40)]",1,81,76,0.028421052631578948,True,1,4.943859649122807,11,0.004814118629908104,-0.3147859370569887,0.5957933241883857,0.69128181679622,,,"[1, 10, 3, 8, 2, 4, 5, 9, 6, 7]","[0.5789473684210527, 0.013157894736842105, 0.07894736842105263, 0.013157894736842105, 0.18421052631578946, 0.06578947368421052, 0.013157894736842105, 0.013157894736842105, 0.013157894736842105, 0.02631578947368421]"
"[(0, 9), (2, 7), (2, 8), (9, 1), (9, 2), (9, 3), (9, 4), (9, 5), (9, 6), (9, 10)]",0,10,11,0.18181818181818182,True,1,2.0727272727272728,3,0.0,-0.7752596789423984,0.27499999999999997,0.17000000000000004,,,"[1, 8, 3]","[0.8181818181818182, 0.09090909090909091, 0.09090909090909091]"
"[(0, 7), (0, 8), (0, 14), (7, 14), (8, 2), (9, 12), (14, 1), (14, 3), (14, 4), (14, 5), (14, 6), (14, 10), (14, 11), (14, 12), (14, 13), (14, 15), (14, 16), (14, 17), (14, 18)]",1,19,19,0.1111111111111111,True,1,2.239766081871345,5,0.0706766917293233,-0.7085551330798483,0.1731301939058172,0.2520775623268698,,,"[3, 2, 15, 1]","[0.05263157894736842, 0.15789473684210525, 0.05263157894736842, 0.7368421052631579]"
"[(0, 14), (0, 17), (1, 22), (4, 8), (6, 20), (8, 24), (12, 16), (17, 1), (17, 2), (17, 3), (17, 5), (17, 6), (17, 7), (17, 9), (17, 10), (17, 11), (17, 13), (17, 15), (17, 16), (17, 18), (17, 19), (17, 21), (17, 22), (17, 23), (17, 24), (17, 25), (17, 26)]",0,27,27,0.07692307692307693,True,1,2.3276353276353277,5,0.07425044091710759,-0.6585714285714286,0.28532235939643347,0.28532235939643347,,,"[2, 1, 21]","[0.25925925925925924, 0.7037037037037037, 0.037037037037037035]"
"[(0, 1), (0, 6), (1, 5), (1, 6), (1, 9), (1, 11), (4, 17), (5, 4), (6, 2), (6, 3), (6, 5), (6, 7), (6, 10), (6, 11), (6, 12), (6, 13), (6, 14), (6, 15), (6, 16), (6, 17), (6, 18), (9, 10), (10, 8)]",1,23,19,0.13450292397660818,True,1,2.0935672514619883,4,0.14010025062656642,-0.6110158482722783,0.18903591682419663,0.2797731568998109,,,"[2, 5, 15, 3, 1]","[0.2631578947368421, 0.05263157894736842, 0.05263157894736842, 0.10526315789473684, 0.5263157894736842]"
"[(0, 4), (0, 6), (0, 7), (0, 8), (0, 9), (0, 12), (0, 13), (1, 5), (1, 10), (6, 11), (7, 2), (7, 3), (8, 5)]",0,13,14,0.14285714285714285,True,1,2.8351648351648353,6,0.0,-0.45325203252032553,0.42603550295857995,0.42011834319526636,,,"[7, 1, 2, 3]","[0.07142857142857142, 0.5714285714285714, 0.2857142857142857, 0.07142857142857142]"
"[(0, 1), (0, 2), (0, 3), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 11), (0, 13), (1, 4), (5, 14), (8, 4), (8, 13), (10, 12), (13, 10)]",1,16,15,0.1523809523809524,True,1,2.342857142857143,5,0.045925925925925926,-0.5435192670439235,0.197265625,0.3125,,,"[10, 2, 1, 3]","[0.06666666666666667, 0.26666666666666666, 0.5333333333333333, 0.13333333333333333]"
"[(0, 10), (10, 1), (10, 2), (10, 3), (10, 4), (10, 5), (10, 6), (10, 7), (10, 8), (10, 9), (10, 11), (10, 12), (10, 13), (10, 14), (10, 15), (12, 16)]",1,16,17,0.11764705882352941,True,1,1.9852941176470589,3,0.0,-0.8952845528455284,0.107421875,0.078125,,,"[1, 15, 2]","[0.8823529411764706, 0.058823529411764705, 0.058823529411764705]"
"[(0, 11), (4, 13), (6, 8), (11, 1), (11, 2), (11, 3), (11, 4), (11, 5), (11, 6), (11, 7), (11, 9), (11, 10), (11, 12), (11, 14), (11, 15), (11, 16), (11, 17)]",0,17,18,0.1111111111111111,True,1,2.084967320261438,4,0.0,-0.8083241252302025,0.18858131487889263,0.1626297577854672,,,"[1, 15, 2]","[0.8333333333333334, 0.05555555555555555, 0.1111111111111111]"
"[(0, 18), (7, 11), (9, 14), (16, 17), (18, 1), (18, 2), (18, 3), (18, 4), (18, 5), (18, 6), (18, 8), (18, 10), (18, 11), (18, 12), (18, 13), (18, 14), (18, 15), (18, 17)]",1,18,19,0.10526315789473684,True,1,2.175438596491228,4,0.0,-0.7345454545454551,0.18055555555555558,0.23456790123456794,,,"[1, 15, 2]","[0.7894736842105263, 0.05263157894736842, 0.15789473684210525]"
"[(0, 7), (5, 8), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 9), (7, 10)]",1,10,11,0.18181818181818182,True,1,1.9636363636363636,3,0.0,-0.8474687705456936,0.15500000000000003,0.08000000000000002,,,"[1, 9, 2]","[0.8181818181818182, 0.09090909090909091, 0.09090909090909091]"
"[(0, 25), (1, 26), (2, 23), (7, 20), (8, 21), (11, 15), (23, 4), (25, 1), (25, 3), (25, 5), (25, 6), (25, 7), (25, 8), (25, 9), (25, 10), (25, 12), (25, 13), (25, 14), (25, 15), (25, 16), (25, 17), (25, 18), (25, 19), (25, 22), (25, 23), (25, 24)]",1,26,27,0.07407407407407407,True,1,2.3304843304843303,4,0.0,-0.6480627723237692,0.3321005917159763,0.29289940828402367,,,"[1, 20, 2, 3]","[0.7777777777777778, 0.037037037037037035, 0.14814814814814814, 0.037037037037037035]"
"[(0, 1), (0, 2), (0, 6), (0, 8), (0, 15), (0, 28), (0, 29), (0, 30), (1, 10), (1, 18), (1, 22), (1, 29), (5, 38), (7, 14), (7, 31), (7, 34), (7, 37), (9, 25), (10, 4), (10, 18), (10, 21), (10, 25), (10, 26), (18, 5), (18, 25), (18, 26), (20, 36), (29, 3), (29, 5), (29, 7), (29, 11), (29, 13), (29, 16), (29, 17), (29, 23), (29, 24), (29, 27), (29, 34), (29, 36), (29, 37), (32, 33), (36, 33), (36, 35), (38, 12), (38, 14), (38, 17), (38, 19), (38, 34)]",1,48,39,0.06477732793522267,True,1,3.1214574898785425,7,0.0931013431013431,-0.42758495366163884,0.5301649305555556,0.5687934027777778,,,"[8, 5, 1, 15, 6, 3, 2, 4]","[0.02564102564102564, 0.07692307692307693, 0.5897435897435898, 0.02564102564102564, 0.05128205128205128, 0.07692307692307693, 0.1282051282051282, 0.02564102564102564]"
"[(0, 26), (1, 2), (1, 21), (3, 4), (4, 9), (4, 11), (5, 16), (7, 25), (10, 15), (11, 16), (15, 12), (16, 8), (16, 20), (16, 23), (21, 4), (21, 6), (21, 7), (21, 14), (21, 15), (21, 16), (21, 20), (21, 22), (21, 23), (21, 24), (26, 3), (26, 13), (26, 17), (26, 18), (26, 19), (26, 21)]",0,30,27,0.08547008547008547,True,1,2.7236467236467234,4,0.08013468013468013,-0.4180147793089676,0.46222222222222226,0.46111111111111114,,,"[1, 7, 2, 12, 4, 6, 3]","[0.5925925925925926, 0.037037037037037035, 0.2222222222222222, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035]"
"[(0, 2), (0, 7), (0, 8), (2, 1), (2, 4), (2, 5), (2, 6), (2, 7), (2, 9), (2, 10), (9, 3)]",0,11,11,0.2,True,1,2.0727272727272728,4,0.12445887445887446,-0.6571428571428573,0.14462809917355376,0.19834710743801653,,,"[3, 8, 2, 1]","[0.09090909090909091, 0.09090909090909091, 0.18181818181818182, 0.6363636363636364]"
"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 7), (0, 8), (0, 9), (0, 10), (3, 6), (3, 10)]",1,11,11,0.2,True,1,1.9272727272727272,3,0.12373737373737374,-0.798784194528875,0.0,0.11570247933884298,,,"[9, 1, 3, 2]","[0.09090909090909091, 0.7272727272727273, 0.09090909090909091, 0.09090909090909091]"
"[(0, 12), (1, 11), (2, 8), (2, 13), (2, 16), (4, 7), (4, 9), (11, 2), (12, 2), (12, 3), (12, 4), (12, 5), (12, 6), (12, 14), (16, 10), (16, 15)]",0,16,17,0.11764705882352941,True,1,2.7794117647058822,5,0.0,-0.476056338028169,0.525390625,0.50390625,,,"[1, 7, 2, 5, 3]","[0.7058823529411765, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.11764705882352941]"
"[(0, 3), (1, 5), (3, 5), (5, 2), (5, 4), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11)]",1,11,12,0.16666666666666666,True,1,1.9696969696969697,3,0.0,-0.8582978723404256,0.14462809917355376,0.08264462809917353,,,"[1, 2, 10]","[0.8333333333333334, 0.08333333333333333, 0.08333333333333333]"
"[(0, 2), (0, 11), (2, 6), (2, 11), (11, 1), (11, 3), (11, 4), (11, 5), (11, 7), (11, 8), (11, 9), (11, 10), (11, 12)]",1,13,13,0.16666666666666666,True,1,1.9487179487179487,3,0.10396270396270395,-0.8151595744680847,0.0,0.13017751479289946,,,"[2, 3, 11, 1]","[0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.7692307692307693]"
"[(0, 3), (0, 4), (0, 11), (3, 1), (3, 15), (3, 16), (4, 6), (4, 7), (4, 8), (4, 10), (6, 9), (6, 14), (11, 2), (11, 5), (11, 6), (11, 12), (11, 15), (14, 13)]",0,18,17,0.1323529411764706,True,1,2.838235294117647,6,0.0,-0.5901639344262303,0.41203703703703703,0.42746913580246915,,,"[3, 4, 5, 6, 1, 2]","[0.058823529411764705, 0.11764705882352941, 0.058823529411764705, 0.058823529411764705, 0.5882352941176471, 0.11764705882352941]"
"[(0, 1), (1, 2), (1, 3), (1, 5), (1, 6), (1, 7), (1, 8), (1, 10), (1, 11), (5, 4), (5, 9)]",1,11,12,0.16666666666666666,True,1,2.0757575757575757,3,0.0,-0.7851722124927032,0.26033057851239666,0.17355371900826447,,,"[1, 9, 3]","[0.8333333333333334, 0.08333333333333333, 0.08333333333333333]"
"[(0, 19), (1, 13), (1, 25), (1, 27), (3, 20), (4, 7), (5, 8), (7, 16), (7, 18), (12, 23), (16, 17), (18, 11), (18, 23), (19, 2), (19, 3), (19, 6), (19, 7), (19, 8), (19, 9), (19, 10), (19, 13), (19, 14), (19, 15), (19, 17), (19, 22), (19, 25), (19, 26), (23, 24), (25, 3), (25, 8), (25, 18), (25, 21), (27, 7)]",0,33,28,0.0873015873015873,True,1,2.7301587301587302,5,0.029251700680272108,-0.4448712523194113,0.3916437098255281,0.4513314967860423,,,"[1, 15, 3, 2, 6, 5, 4]","[0.5714285714285714, 0.03571428571428571, 0.14285714285714285, 0.14285714285714285, 0.03571428571428571, 0.03571428571428571, 0.03571428571428571]"
"[(0, 68), (5, 38), (5, 52), (5, 72), (9, 55), (13, 61), (15, 36), (15, 66), (27, 39), (33, 49), (61, 14), (61, 17), (61, 20), (61, 24), (61, 25), (61, 26), (61, 28), (61, 32), (61, 62), (61, 73), (68, 1), (68, 2), (68, 3), (68, 4), (68, 6), (68, 7), (68, 8), (68, 10), (68, 11), (68, 12), (68, 16), (68, 18), (68, 19), (68, 21), (68, 22), (68, 23), (68, 27), (68, 29), (68, 30), (68, 31), (68, 33), (68, 34), (68, 35), (68, 36), (68, 37), (68, 40), (68, 41), (68, 42), (68, 43), (68, 44), (68, 45), (68, 46), (68, 47), (68, 48), (68, 50), (68, 51), (68, 53), (68, 55), (68, 56), (68, 57), (68, 58), (68, 59), (68, 60), (68, 61), (68, 63), (68, 64), (68, 65), (68, 67), (68, 69), (68, 70), (68, 71), (68, 72), (68, 74), (72, 54)]",0,74,75,0.02666666666666667,True,1,2.5246846846846847,6,0.0,-0.6504052102672917,0.3956355003652302,0.38403944485025576,,,"[1, 54, 3, 2, 12]","[0.88, 0.013333333333333334, 0.02666666666666667, 0.06666666666666667, 0.013333333333333334]"
"[(0, 2), (2, 1), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 11), (2, 12), (6, 3), (8, 10), (12, 4)]",1,12,13,0.15384615384615385,True,1,2.230769230769231,4,0.0,-0.6255707762557078,0.23958333333333326,0.2777777777777778,,,"[1, 9, 2]","[0.6923076923076923, 0.07692307692307693, 0.23076923076923078]"
"[(0, 20), (2, 4), (2, 13), (3, 22), (5, 8), (9, 16), (9, 17), (9, 26), (11, 21), (14, 18), (18, 19), (20, 1), (20, 2), (20, 6), (20, 7), (20, 8), (20, 10), (20, 12), (20, 15), (20, 17), (20, 18), (20, 21), (20, 22), (20, 23), (20, 24), (20, 25), (20, 26), (20, 27), (20, 28), (20, 29)]",0,30,30,0.06896551724137931,True,1,2.5310344827586206,5,0.0,-0.5397631133671742,0.39499999999999996,0.30999999999999994,,,"[1, 20, 3, 2]","[0.7, 0.03333333333333333, 0.1, 0.16666666666666666]"
"[(0, 7), (1, 3), (3, 2), (3, 5), (3, 8), (3, 10), (5, 9), (7, 3), (7, 4), (7, 6), (8, 9)]",0,11,11,0.2,True,1,2.2545454545454544,4,0.0,-0.5812499999999998,0.3429752066115702,0.2603305785123967,,,"[1, 4, 6, 2]","[0.5454545454545454, 0.09090909090909091, 0.09090909090909091, 0.2727272727272727]"
"[(0, 14), (1, 6), (1, 18), (7, 17), (14, 2), (14, 3), (14, 4), (14, 5), (14, 6), (14, 8), (14, 9), (14, 10), (14, 11), (14, 12), (14, 13), (14, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 21), (14, 22), (19, 20)]",1,23,23,0.09090909090909091,True,1,2.142292490118577,4,0.0,-0.733077905491699,0.19754253308128544,0.24196597353497168,,,"[1, 19, 2]","[0.7391304347826086, 0.043478260869565216, 0.21739130434782608]"
"[(0, 4), (2, 10), (4, 1), (4, 2), (4, 3), (4, 6), (4, 7), (4, 8), (4, 9), (4, 11), (4, 12), (4, 13), (7, 5)]",1,13,14,0.14285714285714285,True,1,2.098901098901099,4,0.0,-0.7611408199643495,0.2278106508875739,0.1834319526627219,,,"[1, 11, 2]","[0.7857142857142857, 0.07142857142857142, 0.14285714285714285]"
"[(0, 10), (1, 13), (2, 3), (3, 6), (3, 8), (3, 9), (3, 12), (6, 5), (8, 4), (8, 7), (8, 11), (10, 6), (13, 3)]",0,13,14,0.14285714285714285,True,1,2.6923076923076925,5,0.0,-0.40816326530612246,0.49112426035502965,0.4497041420118344,,,"[1, 2, 6, 3, 4]","[0.6428571428571429, 0.14285714285714285, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142]"
"[(0, 5), (1, 8), (1, 14), (5, 2), (5, 3), (5, 4), (5, 6), (5, 7), (5, 9), (5, 10), (5, 11), (5, 12), (5, 13), (5, 15), (5, 16), (5, 17), (8, 9), (8, 14)]",1,18,18,0.11764705882352941,True,1,2.320261437908497,4,0.12962962962962962,-0.7511413629949366,0.3194444444444444,0.26851851851851855,,,"[1, 14, 2, 3]","[0.7222222222222222, 0.05555555555555555, 0.16666666666666666, 0.05555555555555555]"
"[(0, 10), (1, 11), (3, 7), (3, 8), (7, 8), (10, 1), (10, 2), (10, 3), (10, 4), (10, 5), (10, 6), (10, 7), (10, 9), (10, 12), (10, 13), (10, 14)]",1,16,15,0.1523809523809524,True,1,2.066666666666667,4,0.15656565656565657,-0.7020741671904462,0.310546875,0.26171875,,,"[1, 12, 2, 3]","[0.6666666666666666, 0.06666666666666667, 0.13333333333333333, 0.13333333333333333]"
"[(0, 9), (1, 5), (3, 7), (5, 2), (5, 4), (5, 7), (5, 10), (5, 11), (9, 5), (9, 8), (10, 6)]",1,11,12,0.16666666666666666,True,1,2.3484848484848486,4,0.0,-0.5162907268170425,0.38842975206611574,0.33884297520661155,,,"[1, 3, 7, 2]","[0.6666666666666666, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666]"
"[(0, 3), (1, 11), (3, 1), (3, 2), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (3, 10), (3, 11), (7, 10), (8, 10), (11, 4), (11, 10)]",0,16,12,0.24242424242424243,True,1,1.7575757575757576,2,0.42424242424242425,-0.7058422368720164,0.0,-0.01953125,,,"[1, 11, 2, 4]","[0.4166666666666667, 0.08333333333333333, 0.3333333333333333, 0.16666666666666666]"
"[(0, 2), (2, 1), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13)]",1,13,14,0.14285714285714285,True,1,1.8571428571428572,2,0.0,-1.0,0.0,-0.02958579881656806,,,"[1, 13]","[0.9285714285714286, 0.07142857142857142]"
"[(0, 4), (1, 5), (4, 1), (4, 2), (4, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (4, 13), (4, 14), (4, 15)]",1,16,16,0.13333333333333333,True,1,1.8666666666666667,2,0.1255952380952381,-0.907626208378088,0.0,-0.01953125,,,"[1, 15, 2]","[0.8125, 0.0625, 0.125]"
"[(0, 5), (5, 1), (5, 2), (5, 3), (5, 4), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (5, 12), (5, 13), (5, 14)]",1,14,15,0.13333333333333333,True,1,1.8666666666666667,2,0.0,-1.0,1.1102230246251565e-16,-0.02551020408163257,,,"[1, 14]","[0.9333333333333333, 0.06666666666666667]"
"[(0, 30), (0, 35), (1, 8), (2, 5), (2, 21), (3, 12), (3, 20), (7, 13), (7, 14), (11, 18), (11, 23), (14, 15), (14, 29), (14, 42), (15, 31), (16, 33), (21, 33), (23, 28), (23, 34), (29, 41), (30, 1), (30, 3), (30, 4), (30, 6), (30, 9), (30, 10), (30, 11), (30, 14), (30, 17), (30, 19), (30, 21), (30, 22), (30, 24), (30, 25), (30, 26), (30, 27), (30, 32), (30, 36), (30, 37), (30, 38), (30, 39), (30, 40), (35, 11)]",0,43,43,0.047619047619047616,True,1,3.0166112956810633,6,0.0,-0.4243146307258897,0.494862087614927,0.5624661979448351,,,"[2, 23, 1, 3, 5, 4]","[0.18604651162790697, 0.023255813953488372, 0.6744186046511628, 0.06976744186046512, 0.023255813953488372, 0.023255813953488372]"
"[(0, 18), (1, 3), (3, 16), (6, 13), (8, 12), (13, 10), (18, 1), (18, 2), (18, 4), (18, 5), (18, 7), (18, 8), (18, 9), (18, 11), (18, 12), (18, 13), (18, 14), (18, 15), (18, 17)]",1,19,19,0.1111111111111111,True,1,2.3333333333333335,5,0.10584152689415847,-0.6377554926127226,0.2479224376731301,0.2853185595567867,,,"[1, 14, 2, 3]","[0.6842105263157895, 0.05263157894736842, 0.21052631578947367, 0.05263157894736842]"
"[(0, 23), (0, 24), (1, 3), (1, 8), (1, 19), (4, 10), (9, 11), (12, 13), (18, 27), (18, 28), (23, 1), (23, 2), (23, 4), (23, 5), (23, 6), (23, 7), (23, 9), (23, 12), (23, 14), (23, 15), (23, 16), (23, 17), (23, 20), (23, 21), (23, 22), (23, 25), (23, 26), (24, 27)]",0,28,29,0.06896551724137931,True,1,2.8916256157635467,7,0.0,-0.5251022361437397,0.4062499999999999,0.4413265306122449,,,"[2, 18, 4, 1]","[0.2413793103448276, 0.034482758620689655, 0.034482758620689655, 0.6896551724137931]"
"[(0, 13), (6, 11), (9, 14), (13, 1), (13, 2), (13, 3), (13, 4), (13, 5), (13, 6), (13, 7), (13, 8), (13, 9), (13, 10), (13, 11), (13, 12), (13, 15), (13, 16)]",1,17,17,0.125,True,1,1.9779411764705883,3,0.11820728291316526,-0.8172983479105927,0.102076124567474,0.07612456747404842,,,"[1, 15, 2]","[0.7647058823529411, 0.058823529411764705, 0.17647058823529413]"
"[(0, 10), (10, 1), (10, 2), (10, 3), (10, 4), (10, 5), (10, 6), (10, 7), (10, 8), (10, 9), (10, 11), (10, 12), (10, 13), (10, 14), (10, 15), (10, 16), (10, 18), (10, 19), (10, 20), (10, 21), (10, 22), (10, 23), (10, 24), (10, 25), (10, 26), (22, 17)]",1,26,27,0.07407407407407407,True,1,1.9943019943019944,3,0.0,-0.9311979301423031,0.07026627218934917,0.059171597633136175,,,"[1, 25, 2]","[0.9259259259259259, 0.037037037037037035, 0.037037037037037035]"
"[(0, 12), (12, 1), (12, 2), (12, 3), (12, 4), (12, 5), (12, 6), (12, 7), (12, 8), (12, 9), (12, 10), (12, 11), (12, 13)]",1,13,14,0.14285714285714285,True,1,1.8571428571428572,2,0.0,-1.0,0.0,-0.02958579881656806,,,"[1, 13]","[0.9285714285714286, 0.07142857142857142]"
"[(0, 7), (1, 10), (3, 9), (4, 5), (7, 1), (7, 2), (7, 3), (7, 4), (7, 6), (7, 8), (7, 9), (7, 11)]",1,12,12,0.18181818181818182,True,1,2.090909090909091,4,0.16898148148148148,-0.6323529411764705,0.23958333333333326,0.1875,,,"[1, 9, 2]","[0.5833333333333334, 0.08333333333333333, 0.3333333333333333]"
"[(0, 20), (1, 4), (1, 9), (1, 19), (2, 17), (5, 24), (10, 25), (19, 10), (20, 2), (20, 3), (20, 4), (20, 5), (20, 6), (20, 7), (20, 8), (20, 9), (20, 10), (20, 11), (20, 12), (20, 13), (20, 14), (20, 15), (20, 16), (20, 18), (20, 19), (20, 21), (20, 22), (20, 23), (20, 24), (20, 26)]",1,30,27,0.08547008547008547,True,1,2.1054131054131053,4,0.09905821500024399,-0.6739813863728327,0.06166666666666672,0.24666666666666665,,,"[1, 23, 3, 2]","[0.6666666666666666, 0.037037037037037035, 0.1111111111111111, 0.18518518518518517]"
"[(0, 1), (0, 4), (0, 7), (0, 11), (1, 2), (1, 3), (1, 4), (1, 6), (2, 5), (4, 10), (7, 12), (12, 8), (12, 9)]",0,13,13,0.16666666666666666,True,1,2.871794871794872,6,0.04615384615384615,-0.33611111111111125,0.39644970414201186,0.39644970414201186,,,"[4, 5, 3, 2, 1]","[0.07692307692307693, 0.07692307692307693, 0.15384615384615385, 0.15384615384615385, 0.5384615384615384]"
"[(0, 11), (1, 2), (4, 5), (8, 10), (11, 2), (11, 3), (11, 5), (11, 6), (11, 7), (11, 8), (11, 9)]",0,11,12,0.16666666666666666,True,1,2.242424242424242,4,0.0,-0.5944625407166125,0.3223140495867769,0.28099173553719015,,,"[1, 8, 2]","[0.6666666666666666, 0.08333333333333333, 0.25]"
"[(0, 8), (0, 14), (6, 13), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (8, 6), (8, 7), (8, 9), (8, 10), (8, 12), (8, 15), (8, 16), (8, 17), (8, 18), (17, 11)]",1,18,19,0.10526315789473684,True,1,2.175438596491228,4,0.0,-0.7345454545454551,0.24999999999999994,0.23456790123456794,,,"[2, 15, 1]","[0.15789473684210525, 0.05263157894736842, 0.7894736842105263]"
"[(0, 2), (1, 8), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14)]",1,14,15,0.13333333333333333,True,1,1.980952380952381,3,0.0,-0.8830885560564196,0.11989795918367349,0.08163265306122457,,,"[1, 13, 2]","[0.8666666666666667, 0.06666666666666667, 0.06666666666666667]"
"[(0, 5), (1, 7), (2, 4), (5, 3), (5, 4), (5, 6), (5, 9), (5, 10), (7, 9), (7, 11), (11, 8)]",0,11,12,0.16666666666666666,True,1,2.787878787878788,6,0.0,-0.5942028985507243,0.4256198347107438,0.3553719008264463,,,"[1, 6, 3, 2]","[0.5833333333333334, 0.08333333333333333, 0.08333333333333333, 0.25]"
"[(0, 6), (0, 8), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (8, 7), (8, 9), (8, 10), (8, 11), (8, 12), (8, 13)]",1,13,14,0.14285714285714285,True,1,1.978021978021978,3,0.0,-0.8758565094719868,0.12721893491124264,0.08284023668639057,,,"[2, 1, 12]","[0.07142857142857142, 0.8571428571428571, 0.07142857142857142]"
"[(0, 24), (1, 16), (1, 20), (2, 12), (2, 21), (3, 29), (5, 6), (5, 27), (5, 33), (6, 14), (6, 15), (7, 31), (10, 17), (13, 22), (20, 4), (20, 9), (20, 19), (20, 23), (20, 26), (20, 27), (20, 32), (21, 9), (24, 2), (24, 20), (27, 7), (27, 8), (27, 11), (27, 17), (27, 18), (27, 22), (27, 25), (27, 28), (27, 30), (29, 15), (29, 22)]",0,35,34,0.062388591800356503,True,1,3.2762923351158646,7,0.0,-0.37211948790896154,0.5526530612244899,0.5987755102040815,,,"[1, 3, 2, 9, 11]","[0.5882352941176471, 0.17647058823529413, 0.17647058823529413, 0.029411764705882353, 0.029411764705882353]"
"[(0, 5), (0, 12), (4, 7), (6, 10), (7, 10), (9, 13), (12, 1), (12, 2), (12, 3), (12, 4), (12, 8), (12, 9), (12, 10), (12, 11)]",1,14,14,0.15384615384615385,True,1,2.2967032967032965,4,0.0,-0.5368058544984932,0.31887755102040816,0.3214285714285714,,,"[2, 1, 9, 3]","[0.2857142857142857, 0.5714285714285714, 0.07142857142857142, 0.07142857142857142]"
"[(0, 3), (1, 10), (2, 6), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (3, 13), (11, 14)]",1,14,15,0.13333333333333333,True,1,2.2095238095238097,4,0.0,-0.6724531749657375,0.2908163265306123,0.2653061224489796,,,"[1, 11, 2]","[0.7333333333333333, 0.06666666666666667, 0.2]"
"[(0, 16), (8, 14), (15, 19), (16, 1), (16, 2), (16, 3), (16, 4), (16, 5), (16, 6), (16, 7), (16, 9), (16, 10), (16, 11), (16, 12), (16, 13), (16, 14), (16, 15), (16, 17), (16, 18), (16, 20)]",1,20,21,0.09523809523809523,True,1,2.0761904761904764,4,0.0,-0.8327091136079895,0.16625,0.14749999999999994,,,"[1, 18, 2]","[0.8571428571428571, 0.047619047619047616, 0.09523809523809523]"
"[(0, 4), (1, 2), (1, 7), (1, 10), (2, 3), (2, 9), (2, 11), (2, 12), (3, 6), (4, 2), (6, 8), (11, 5)]",0,12,13,0.15384615384615385,True,1,2.6923076923076925,5,0.0,-0.32089552238806013,0.43749999999999994,0.43749999999999994,,,"[1, 2, 3, 6]","[0.5384615384615384, 0.3076923076923077, 0.07692307692307693, 0.07692307692307693]"
"[(0, 12), (12, 1), (12, 2), (12, 3), (12, 4), (12, 5), (12, 6), (12, 7), (12, 8), (12, 9), (12, 10), (12, 11), (12, 13)]",1,13,14,0.14285714285714285,True,1,1.8571428571428572,2,0.0,-1.0,0.0,-0.02958579881656806,,,"[1, 13]","[0.9285714285714286, 0.07142857142857142]"
"[(0, 13), (3, 11), (6, 7), (8, 14), (13, 1), (13, 2), (13, 4), (13, 5), (13, 7), (13, 8), (13, 9), (13, 10), (13, 11), (13, 12)]",1,14,15,0.13333333333333333,True,1,2.2095238095238097,4,0.0,-0.6724531749657375,0.2908163265306123,0.2653061224489796,,,"[1, 11, 2]","[0.7333333333333333, 0.06666666666666667, 0.2]"
